time,lineRef,directionRef,dateFrameRef,longitude,latitude,operatorRef,bearing,delay,vehicleRef,journeyPatternRef,originShortName,destinationShortName,originAimedDepartureTime,speed,timeAPI,timeStorage
2015-03-25T01:00:52.012+02:00,1,2,2015-03-24,23.6125403,61.4245515,Paunu,353.0,11,Paunu_143,1L,7035,4600,0100,54.0,1427238052,1427238052
2015-03-25T01:00:54.012+02:00,17,1,2015-03-24,23.5851830,61.4961868,LL,199.0,234,LL_106,17,4065,1592,0015,18.0,1427238054,1427238053
2015-03-25T01:00:54.012+02:00,3,1,2015-03-24,23.7725690,61.4988953,TKL,259.0,297,TKL_282,3,3615,0015,0040,18.0,1427238054,1427238053
2015-03-25T01:00:54.012+02:00,28Y,2,2015-03-24,23.9517667,61.5324502,TKL,328.0,318,TKL_275,28Y,0011,5211,0040,61.2,1427238054,1427238053
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238053
2015-03-25T01:00:54.012+02:00,1,2,2015-03-24,23.6125038,61.4248127,Paunu,359.0,11,Paunu_143,1L,7035,4600,0100,54.0,1427238054,1427238053
2015-03-25T01:00:55.017+02:00,17,1,2015-03-24,23.5851645,61.4961423,LL,187.0,234,LL_106,17,4065,1592,0015,18.0,1427238055,1427238054
2015-03-25T01:00:55.017+02:00,3,1,2015-03-24,23.7724897,61.4988787,TKL,256.0,296,TKL_282,3,3615,0015,0040,18.0,1427238055,1427238054
2015-03-25T01:00:55.017+02:00,28Y,2,2015-03-24,23.9515948,61.5325755,TKL,327.0,318,TKL_275,28Y,0011,5211,0040,61.2,1427238055,1427238054
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238054
2015-03-25T01:00:55.017+02:00,1,2,2015-03-24,23.6125050,61.4249445,Paunu,1.0,10,Paunu_143,1L,7035,4600,0100,54.0,1427238055,1427238054
2015-03-25T01:00:56.013+02:00,17,1,2015-03-24,23.5851643,61.4960980,LL,175.0,234,LL_106,17,4065,1592,0015,18.0,1427238056,1427238055
2015-03-25T01:00:56.013+02:00,3,1,2015-03-24,23.7723875,61.4988565,TKL,246.0,296,TKL_282,3,3615,0015,0040,18.0,1427238056,1427238055
2015-03-25T01:00:56.013+02:00,28Y,2,2015-03-24,23.9514128,61.5326977,TKL,325.0,318,TKL_275,28Y,0011,5211,0040,61.2,1427238056,1427238055
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238055
2015-03-25T01:00:56.013+02:00,1,2,2015-03-24,23.6125188,61.4250767,Paunu,4.0,10,Paunu_143,1L,7035,4600,0100,54.0,1427238056,1427238055
2015-03-25T01:00:57.023+02:00,17,1,2015-03-24,23.5851725,61.4960565,LL,172.0,234,LL_106,17,4065,1592,0015,18.0,1427238057,1427238056
2015-03-25T01:00:57.023+02:00,3,1,2015-03-24,23.7722800,61.4988288,TKL,239.0,296,TKL_282,3,3615,0015,0040,18.0,1427238057,1427238056
2015-03-25T01:00:57.023+02:00,28Y,2,2015-03-24,23.9512233,61.5328187,TKL,323.0,318,TKL_275,28Y,0011,5211,0040,61.2,1427238057,1427238056
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238056
2015-03-25T01:00:57.023+02:00,1,2,2015-03-24,23.6125423,61.4252077,Paunu,6.0,10,Paunu_143,1L,7035,4600,0100,54.0,1427238057,1427238056
2015-03-25T01:00:58.013+02:00,17,1,2015-03-24,23.5851812,61.4960203,LL,169.0,234,LL_106,17,4065,1592,0015,14.4,1427238058,1427238057
2015-03-25T01:00:58.013+02:00,3,1,2015-03-24,23.7722120,61.4988078,TKL,234.0,295,TKL_282,3,3615,0015,0040,21.6,1427238058,1427238057
2015-03-25T01:00:58.013+02:00,28Y,2,2015-03-24,23.9510262,61.5329378,TKL,321.0,318,TKL_275,28Y,0011,5211,0040,61.2,1427238058,1427238057
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238057
2015-03-25T01:00:58.013+02:00,1,2,2015-03-24,23.6125780,61.4253397,Paunu,8.0,10,Paunu_143,1L,7035,4600,0100,54.0,1427238058,1427238057
2015-03-25T01:00:59.013+02:00,17,1,2015-03-24,23.5851908,61.4959913,LL,169.0,234,LL_106,17,4065,1592,0015,10.8,1427238059,1427238058
2015-03-25T01:00:59.013+02:00,3,1,2015-03-24,23.7721352,61.4987808,TKL,234.0,295,TKL_282,3,3615,0015,0040,21.6,1427238059,1427238058
2015-03-25T01:00:59.013+02:00,28Y,2,2015-03-24,23.9508208,61.5330547,TKL,320.0,317,TKL_275,28Y,0011,5211,0040,61.2,1427238059,1427238058
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238058
2015-03-25T01:00:59.013+02:00,1,2,2015-03-24,23.6126235,61.4254715,Paunu,10.0,9,Paunu_143,1L,7035,4600,0100,54.0,1427238059,1427238058
2015-03-25T01:01:00.018+02:00,17,1,2015-03-24,23.5851942,61.4959737,LL,170.0,234,LL_106,17,4065,1592,0015,7.2,1427238060,1427238060
2015-03-25T01:01:00.018+02:00,3,1,2015-03-24,23.7720502,61.4987485,TKL,234.0,293,TKL_282,3,3615,0015,0040,21.6,1427238060,1427238060
2015-03-25T01:01:00.018+02:00,28Y,2,2015-03-24,23.9506088,61.5331692,TKL,318.0,317,TKL_275,28Y,0011,5211,0040,61.2,1427238060,1427238060
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238060
2015-03-25T01:01:00.018+02:00,1,2,2015-03-24,23.6126762,61.4256035,Paunu,11.0,10,Paunu_143,1L,7035,4600,0100,54.0,1427238060,1427238060
2015-03-25T01:01:02.014+02:00,17,1,2015-03-24,23.5851917,61.4959685,LL,0.0,233,LL_106,17,4065,1592,0015,0.0,1427238062,1427238062
2015-03-25T01:01:02.014+02:00,3,1,2015-03-24,23.7718732,61.4986793,TKL,230.0,294,TKL_282,3,3615,0015,0040,25.2,1427238062,1427238062
2015-03-25T01:01:02.014+02:00,28Y,2,2015-03-24,23.9501565,61.5333885,TKL,314.0,319,TKL_275,28Y,0011,5211,0040,61.2,1427238062,1427238062
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238062
2015-03-25T01:01:02.014+02:00,1,2,2015-03-24,23.6128193,61.4258677,Paunu,16.0,9,Paunu_143,1L,7035,4600,0100,54.0,1427238062,1427238062
2015-03-25T01:01:03.014+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,231,LL_106,17,4065,1592,0015,0.0,1427238063,1427238063
2015-03-25T01:01:03.014+02:00,3,1,2015-03-24,23.7717815,61.4986422,TKL,230.0,293,TKL_282,3,3615,0015,0040,25.2,1427238063,1427238063
2015-03-25T01:01:03.014+02:00,28Y,2,2015-03-24,23.9499158,61.5334917,TKL,312.0,319,TKL_275,28Y,0011,5211,0040,61.2,1427238063,1427238063
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238063
2015-03-25T01:01:03.014+02:00,1,2,2015-03-24,23.6129063,61.4259993,Paunu,18.0,9,Paunu_143,1L,7035,4600,0100,54.0,1427238063,1427238063
2015-03-25T01:01:04.014+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,231,LL_106,17,4065,1592,0015,0.0,1427238064,1427238064
2015-03-25T01:01:04.014+02:00,3,1,2015-03-24,23.7716887,61.4986098,TKL,235.0,293,TKL_282,3,3615,0015,0040,21.6,1427238064,1427238064
2015-03-25T01:01:04.014+02:00,28Y,2,2015-03-24,23.9496675,61.5335913,TKL,310.0,318,TKL_275,28Y,0011,5211,0040,61.2,1427238064,1427238064
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238064
2015-03-25T01:01:04.014+02:00,1,2,2015-03-24,23.6130048,61.4261298,Paunu,21.0,8,Paunu_143,1L,7035,4600,0100,54.0,1427238064,1427238064
2015-03-25T01:01:05.024+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,230,LL_106,17,4065,1592,0015,0.0,1427238065,1427238065
2015-03-25T01:01:05.024+02:00,3,1,2015-03-24,23.7715853,61.4985808,TKL,241.0,293,TKL_282,3,3615,0015,0040,21.6,1427238065,1427238065
2015-03-25T01:01:05.024+02:00,28Y,2,2015-03-24,23.9494100,61.5336862,TKL,307.0,319,TKL_275,28Y,0011,5211,0040,61.2,1427238065,1427238065
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238065
2015-03-25T01:01:05.024+02:00,1,2,2015-03-24,23.6131165,61.4262595,Paunu,23.0,9,Paunu_143,1L,7035,4600,0100,57.6,1427238065,1427238065
2015-03-25T01:01:06.015+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,229,LL_106,17,4065,1592,0015,0.0,1427238066,1427238066
2015-03-25T01:01:06.015+02:00,3,1,2015-03-24,23.7714742,61.4985560,TKL,247.0,292,TKL_282,3,3615,0015,0040,21.6,1427238066,1427238066
2015-03-25T01:01:06.015+02:00,28Y,2,2015-03-24,23.9491457,61.5337778,TKL,306.0,319,TKL_275,28Y,0011,5211,0040,61.2,1427238066,1427238066
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238066
2015-03-25T01:01:06.015+02:00,1,2,2015-03-24,23.6132362,61.4263877,Paunu,25.0,8,Paunu_143,1L,7035,4600,0100,57.6,1427238066,1427238066
2015-03-25T01:01:07.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,228,LL_106,17,4065,1592,0015,0.0,1427238067,1427238067
2015-03-25T01:01:07.010+02:00,3,1,2015-03-24,23.7713615,61.4985413,TKL,252.0,292,TKL_282,3,3615,0015,0040,21.6,1427238067,1427238067
2015-03-25T01:01:07.010+02:00,28Y,2,2015-03-24,23.9488725,61.5338663,TKL,304.0,319,TKL_275,28Y,0011,5211,0040,64.8,1427238067,1427238067
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238067
2015-03-25T01:01:07.010+02:00,1,2,2015-03-24,23.6133653,61.4265152,Paunu,26.0,7,Paunu_143,1L,7035,4600,0100,57.6,1427238067,1427238067
2015-03-25T01:01:08.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,227,LL_106,17,4065,1592,0015,0.0,1427238068,1427238068
2015-03-25T01:01:08.010+02:00,3,1,2015-03-24,23.7712480,61.4985327,TKL,260.0,292,TKL_282,3,3615,0015,0040,21.6,1427238068,1427238068
2015-03-25T01:01:08.010+02:00,28Y,2,2015-03-24,23.9485917,61.5339527,TKL,303.0,319,TKL_275,28Y,0011,5211,0040,64.8,1427238068,1427238068
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238068
2015-03-25T01:01:08.010+02:00,1,2,2015-03-24,23.6133653,61.4265152,Paunu,26.0,7,Paunu_143,1L,7035,4600,0100,57.6,1427238068,1427238068
2015-03-25T01:01:09.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,226,LL_106,17,4065,1592,0015,0.0,1427238069,1427238069
2015-03-25T01:01:09.010+02:00,3,1,2015-03-24,23.7711342,61.4985245,TKL,262.0,291,TKL_282,3,3615,0015,0040,21.6,1427238069,1427238069
2015-03-25T01:01:09.010+02:00,28Y,2,2015-03-24,23.9483035,61.5340377,TKL,302.0,319,TKL_275,28Y,0011,5211,0040,64.8,1427238069,1427238069
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238069
2015-03-25T01:01:09.010+02:00,1,2,2015-03-24,23.6136350,61.4267687,Paunu,27.0,8,Paunu_143,1L,7035,4600,0100,57.6,1427238069,1427238069
2015-03-25T01:01:10.016+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,225,LL_106,17,4065,1592,0015,0.0,1427238070,1427238070
2015-03-25T01:01:10.016+02:00,3,1,2015-03-24,23.7710232,61.4985187,TKL,263.0,291,TKL_282,3,3615,0015,0040,21.6,1427238070,1427238070
2015-03-25T01:01:10.016+02:00,28Y,2,2015-03-24,23.9480072,61.5341213,TKL,300.0,320,TKL_275,28Y,0011,5211,0040,64.8,1427238070,1427238070
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238070
2015-03-25T01:01:10.016+02:00,1,2,2015-03-24,23.6137807,61.4268947,Paunu,29.0,7,Paunu_143,1L,7035,4600,0100,57.6,1427238070,1427238070
2015-03-25T01:01:11.011+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,224,LL_106,17,4065,1592,0015,0.0,1427238071,1427238071
2015-03-25T01:01:11.011+02:00,3,1,2015-03-24,23.7709183,61.4985172,TKL,267.0,291,TKL_282,3,3615,0015,0040,18.0,1427238071,1427238071
2015-03-25T01:01:11.011+02:00,28Y,2,2015-03-24,23.9477045,61.5342040,TKL,300.0,320,TKL_275,28Y,0011,5211,0040,68.4,1427238071,1427238071
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238071
2015-03-25T01:01:11.011+02:00,1,2,2015-03-24,23.6139348,61.4270190,Paunu,31.0,6,Paunu_143,1L,7035,4600,0100,57.6,1427238071,1427238071
2015-03-25T01:01:12.011+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,223,LL_106,17,4065,1592,0015,0.0,1427238072,1427238072
2015-03-25T01:01:12.011+02:00,3,1,2015-03-24,23.7708190,61.4985203,TKL,271.0,290,TKL_282,3,3615,0015,0040,18.0,1427238072,1427238072
2015-03-25T01:01:12.011+02:00,28Y,2,2015-03-24,23.9473972,61.5342880,TKL,300.0,320,TKL_275,28Y,0011,5211,0040,68.4,1427238072,1427238072
2015-03-25T01:00:42.010+02:00,9,1,2015-03-24,23.7948000,61.4796358,Paunu,0.0,638,,9,4045,0007,0035,0.0,1427238042,1427238072
2015-03-25T01:01:12.011+02:00,1,2,2015-03-24,23.6140952,61.4271410,Paunu,32.0,9,Paunu_143,1L,7035,4600,0100,57.6,1427238072,1427238072
2015-03-25T01:01:13.011+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,222,LL_106,17,4065,1592,0015,0.0,1427238073,1427238073
2015-03-25T01:01:13.011+02:00,3,1,2015-03-24,23.7707235,61.4985113,TKL,269.0,290,TKL_282,3,3615,0015,0040,18.0,1427238073,1427238073
2015-03-25T01:01:13.011+02:00,28Y,2,2015-03-24,23.9470875,61.5343738,TKL,301.0,320,TKL_275,28Y,0011,5211,0040,68.4,1427238073,1427238073
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238073
2015-03-25T01:01:13.011+02:00,1,2,2015-03-24,23.6142662,61.4272627,Paunu,34.0,10,Paunu_143,1L,7035,4600,0100,57.6,1427238073,1427238073
2015-03-25T01:01:14.012+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,221,LL_106,17,4065,1592,0015,0.0,1427238074,1427238074
2015-03-25T01:01:14.012+02:00,3,1,2015-03-24,23.7706377,61.4985143,TKL,269.0,289,TKL_282,3,3615,0015,0040,14.4,1427238074,1427238074
2015-03-25T01:01:14.012+02:00,28Y,2,2015-03-24,23.9467768,61.5344617,TKL,301.0,320,TKL_275,28Y,0011,5211,0040,68.4,1427238074,1427238074
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238074
2015-03-25T01:01:14.012+02:00,1,2,2015-03-24,23.6144418,61.4273828,Paunu,35.0,11,Paunu_143,1L,7035,4600,0100,57.6,1427238074,1427238074
2015-03-25T01:01:15.018+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,220,LL_106,17,4065,1592,0015,0.0,1427238075,1427238075
2015-03-25T01:01:15.018+02:00,3,1,2015-03-24,23.7705635,61.4985115,TKL,269.0,289,TKL_282,3,3615,0015,0040,14.4,1427238075,1427238075
2015-03-25T01:01:15.018+02:00,28Y,2,2015-03-24,23.9464683,61.5345517,TKL,303.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238075,1427238075
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238075
2015-03-25T01:01:15.018+02:00,1,2,2015-03-24,23.6146225,61.4274987,Paunu,37.0,12,Paunu_143,1L,7035,4600,0100,57.6,1427238075,1427238075
2015-03-25T01:01:16.013+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,219,LL_106,17,4065,1592,0015,0.0,1427238076,1427238076
2015-03-25T01:01:16.013+02:00,3,1,2015-03-24,23.7705040,61.4984997,TKL,264.0,288,TKL_282,3,3615,0015,0040,10.8,1427238076,1427238076
2015-03-25T01:01:16.013+02:00,28Y,2,2015-03-24,23.9461662,61.5346450,TKL,304.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238076,1427238076
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238076
2015-03-25T01:01:16.013+02:00,1,2,2015-03-24,23.6148137,61.4276183,Paunu,38.0,13,Paunu_143,1L,7035,4600,0100,61.2,1427238076,1427238076
2015-03-25T01:01:17.014+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,218,LL_106,17,4065,1592,0015,0.0,1427238077,1427238077
2015-03-25T01:01:17.014+02:00,3,1,2015-03-24,23.7704598,61.4984978,TKL,262.0,288,TKL_282,3,3615,0015,0040,7.2,1427238077,1427238077
2015-03-25T01:01:17.014+02:00,28Y,2,2015-03-24,23.9458723,61.5347422,TKL,306.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238077,1427238077
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238077
2015-03-25T01:01:17.014+02:00,1,2,2015-03-24,23.6150100,61.4277378,Paunu,39.0,14,Paunu_143,1L,7035,4600,0100,61.2,1427238077,1427238077
2015-03-25T01:01:18.014+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,217,LL_106,17,4065,1592,0015,0.0,1427238078,1427238078
2015-03-25T01:01:18.014+02:00,3,1,2015-03-24,23.7704237,61.4984852,TKL,261.0,287,TKL_282,3,3615,0015,0040,3.6,1427238078,1427238078
2015-03-25T01:01:18.014+02:00,28Y,2,2015-03-24,23.9455868,61.5348438,TKL,308.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238078,1427238078
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238078
2015-03-25T01:01:18.014+02:00,1,2,2015-03-24,23.6152095,61.4278547,Paunu,39.0,15,Paunu_143,1L,7035,4600,0100,61.2,1427238078,1427238078
2015-03-25T01:01:19.014+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,216,LL_106,17,4065,1592,0015,0.0,1427238079,1427238079
2015-03-25T01:01:19.014+02:00,3,1,2015-03-24,23.7704107,61.4984683,TKL,0.0,286,TKL_282,3,3615,0015,0040,0.0,1427238079,1427238079
2015-03-25T01:01:19.014+02:00,28Y,2,2015-03-24,23.9453110,61.5349508,TKL,310.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238079,1427238079
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238079
2015-03-25T01:01:19.014+02:00,1,2,2015-03-24,23.6154127,61.4279725,Paunu,39.0,16,Paunu_143,1L,7035,4600,0100,61.2,1427238079,1427238079
2015-03-25T01:01:20.020+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,215,LL_106,17,4065,1592,0015,0.0,1427238080,1427238080
2015-03-25T01:01:20.020+02:00,3,1,2015-03-24,23.7704063,61.4984593,TKL,0.0,285,TKL_282,3,3615,0015,0040,0.0,1427238080,1427238080
2015-03-25T01:01:20.020+02:00,28Y,2,2015-03-24,23.9450440,61.5350628,TKL,312.0,322,TKL_275,28Y,0011,5211,0040,68.4,1427238080,1427238080
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238080
2015-03-25T01:01:20.020+02:00,1,2,2015-03-24,23.6156188,61.4280918,Paunu,40.0,17,Paunu_143,1L,7035,4600,0100,61.2,1427238080,1427238080
2015-03-25T01:01:21.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,214,LL_106,17,4065,1592,0015,0.0,1427238081,1427238081
2015-03-25T01:01:21.010+02:00,3,1,2015-03-24,23.7704053,61.4984528,TKL,0.0,284,TKL_282,3,3615,0015,0040,0.0,1427238081,1427238081
2015-03-25T01:01:21.010+02:00,28Y,2,2015-03-24,23.9447835,61.5351777,TKL,314.0,322,TKL_275,28Y,0011,5211,0040,68.4,1427238081,1427238081
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238081
2015-03-25T01:01:21.010+02:00,1,2,2015-03-24,23.6158262,61.4282077,Paunu,41.0,18,Paunu_143,1L,7035,4600,0100,61.2,1427238081,1427238081
2015-03-25T01:01:22.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,213,LL_106,17,4065,1592,0015,0.0,1427238082,1427238082
2015-03-25T01:01:22.010+02:00,3,1,2015-03-24,23.7704025,61.4984418,TKL,0.0,283,TKL_282,3,3615,0015,0040,0.0,1427238082,1427238082
2015-03-25T01:01:22.010+02:00,28Y,2,2015-03-24,23.9445323,61.5352958,TKL,316.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238082,1427238082
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238082
2015-03-25T01:01:22.010+02:00,1,2,2015-03-24,23.6160400,61.4283243,Paunu,41.0,19,Paunu_143,1L,7035,4600,0100,61.2,1427238082,1427238082
2015-03-25T01:01:23.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,212,LL_106,17,4065,1592,0015,0.0,1427238083,1427238083
2015-03-25T01:01:23.010+02:00,3,1,2015-03-24,23.7704025,61.4984418,TKL,0.0,282,TKL_282,3,3615,0015,0040,0.0,1427238083,1427238083
2015-03-25T01:01:23.010+02:00,28Y,2,2015-03-24,23.9442927,61.5354198,TKL,318.0,321,TKL_275,28Y,0011,5211,0040,68.4,1427238083,1427238083
2015-03-25T01:01:13.011+02:00,9,1,2015-03-24,23.7948178,61.4796353,Paunu,93.0,669,,9,4045,0007,0035,7.2,1427238073,1427238083
2015-03-25T01:01:23.010+02:00,1,2,2015-03-24,23.6162560,61.4284388,Paunu,42.0,20,Paunu_143,1L,7035,4600,0100,61.2,1427238083,1427238083
2015-03-25T01:01:24.010+02:00,17,1,2015-03-24,23.5851917,61.4959688,LL,0.0,211,LL_106,17,4065,1592,0015,0.0,1427238084,1427238084
